,exchange,hedge_type,base_currency,symbol,bid_price,ask_price,timestamp,borrow_rate,maker_fee,taker_fee,days_to_expiration,expiration_date,funding_rate,next_funding_rate_time
298,FTX,Delivery,SOL,SOL-0624,34.8225,34.875,1655917761.287504,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
299,FTX,Delivery,SOL,SOL-0930,34.2225,34.305,1655917761.287513,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
300,FTX,Perpetual,SOS,SOS-PERP,3.7e-07,3.8e-07,1655917761.287528,0,0.02,0.07,inf,,-0.000993,2022-06-22 15:00:00+00:00
301,FTX,Perpetual,SPELL,SPELL-PERP,0.0007725,0.000775,1655917761.287536,0,0.02,0.07,inf,,-0.000275,2022-06-22 15:00:00+00:00
302,FTX,Delivery,SPY,SPY-0624,376.11,376.72,1655917761.287546,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
303,FTX,Delivery,SPY,SPY-0930,374.0,375.93,1655917761.287556,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
304,FTX,Delivery,SQ,SQ-0624,61.575,61.8,1655917761.287565,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
305,FTX,Delivery,SQ,SQ-0930,61.65,61.875,1655917761.287574,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
306,FTX,Perpetual,SRM,SRM-PERP,0.856,0.857,1655917761.287581,0,0.02,0.07,inf,,-3.7e-05,2022-06-22 15:00:00+00:00
307,FTX,Perpetual,STEP,STEP-PERP,0.0635,0.064,1655917761.287589,0,0.02,0.07,inf,,-1.6e-05,2022-06-22 15:00:00+00:00
308,FTX,Perpetual,STMX,STMX-PERP,0.006745,0.00676,1655917761.287596,0,0.02,0.07,inf,,-1.7e-05,2022-06-22 15:00:00+00:00
309,FTX,Perpetual,STORJ,STORJ-PERP,0.645,0.646,1655917761.287605,0,0.02,0.07,inf,,-6.6e-05,2022-06-22 15:00:00+00:00
310,FTX,Perpetual,STX,STX-PERP,0.381,0.38175,1655917761.287612,0,0.02,0.07,inf,,-6.7e-05,2022-06-22 15:00:00+00:00
311,FTX,Perpetual,SUSHI,SUSHI-PERP,1.232,1.2337,1655917761.287619,0,0.02,0.07,inf,,-2.5e-05,2022-06-22 15:00:00+00:00
312,FTX,Delivery,SUSHI,SUSHI-0624,1.2272,1.2331,1655917761.287629,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
313,FTX,Delivery,SUSHI,SUSHI-0930,1.2119,1.2375,1655917761.287638,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
314,FTX,Perpetual,SXP,SXP-PERP,0.408,0.409,1655917761.287645,0,0.02,0.07,inf,,-1.9e-05,2022-06-22 15:00:00+00:00
315,FTX,Delivery,SXP,SXP-0624,0.404,0.4075,1655917761.287655,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
316,FTX,Delivery,SXP,SXP-0930,0.404,0.408,1655917761.287664,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
317,FTX,Perpetual,THETA,THETA-PERP,1.23945,1.24065,1655917761.287671,0,0.02,0.07,inf,,-2.8e-05,2022-06-22 15:00:00+00:00
318,FTX,Delivery,THETA,THETA-0624,1.236,1.2532,1655917761.287681,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
319,FTX,Perpetual,TLM,TLM-PERP,0.02355,0.0236,1655917761.287688,0,0.02,0.07,inf,,-6.9e-05,2022-06-22 15:00:00+00:00
320,FTX,Delivery,TLRY,TLRY-0624,3.222,3.246,1655917761.287698,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
321,FTX,Delivery,TLRY,TLRY-0930,3.148,3.248,1655917761.287707,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
322,FTX,Perpetual,TOMO,TOMO-PERP,0.4651,0.4656,1655917761.287715,0,0.02,0.07,inf,,1.7e-05,2022-06-22 15:00:00+00:00
323,FTX,Perpetual,TONCOIN,TONCOIN-PERP,1.0655,1.0675,1655917761.287722,0,0.02,0.07,inf,,-5e-05,2022-06-22 15:00:00+00:00
324,FTX,Perpetual,TRU,TRU-PERP,0.0554,0.0555,1655917761.287729,0,0.02,0.07,inf,,6.2e-05,2022-06-22 15:00:00+00:00
325,FTX,Perpetual,TRX,TRX-PERP,0.06341,0.06343,1655917761.287737,0,0.02,0.07,inf,,-3.7e-05,2022-06-22 15:00:00+00:00
326,FTX,Delivery,TRX,TRX-0624,0.0629925,0.0630875,1655917761.287746,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
327,FTX,Delivery,TRX,TRX-0930,0.061075,0.0613625,1655917761.287755,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
328,FTX,Perpetual,TRYB,TRYB-PERP,0.05709,0.05713,1655917761.287762,0,0.02,0.07,inf,,-4.7e-05,2022-06-22 15:00:00+00:00
329,FTX,Delivery,TSLA,TSLA-0624,717.15,720.95,1655917761.287772,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
330,FTX,Delivery,TSLA,TSLA-0930,716.65,719.8,1655917761.287781,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
331,FTX,Delivery,TSM,TSM-0624,84.9,85.4,1655917761.28779,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
332,FTX,Delivery,TSM,TSM-0930,84.6,85.1,1655917761.287799,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
333,FTX,Delivery,TWTR,TWTR-0624,39.025,39.22,1655917761.287808,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
334,FTX,Delivery,TWTR,TWTR-0930,39.03,39.235,1655917761.287817,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
335,FTX,Delivery,UBER,UBER-0624,21.75,21.86,1655917761.287826,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
336,FTX,Delivery,UBER,UBER-0930,21.76,21.925,1655917761.287836,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
337,FTX,Perpetual,UNI,UNI-PERP,5.122,5.127,1655917761.287843,0,0.02,0.07,inf,,-3e-06,2022-06-22 15:00:00+00:00
338,FTX,Delivery,UNI,UNI-0624,5.102,5.118,1655917761.287852,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
339,FTX,Delivery,UNI,UNI-0930,5.133,5.172,1655917761.287861,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
340,FTX,Perpetual,UNISWAP,UNISWAP-PERP,13750.0,13800.0,1655917761.287869,0,0.02,0.07,inf,,7.5e-05,2022-06-22 15:00:00+00:00
341,FTX,Delivery,UNISWAP,UNISWAP-0624,13750.0,13925.0,1655917761.287878,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
342,FTX,Delivery,UNISWAP,UNISWAP-0930,14475.0,14650.0,1655917761.287887,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
343,FTX,Perpetual,USDT,USDT-PERP,0.9988,0.9989,1655917761.287895,0,0.02,0.07,inf,,-4e-06,2022-06-22 15:00:00+00:00
344,FTX,Delivery,USDT,USDT-0624,0.9988,0.9998,1655917761.287904,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
345,FTX,Delivery,USDT,USDT-0930,0.99,0.9903,1655917761.287913,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
346,FTX,Delivery,USO,USO-0624,81.11,81.535,1655917761.287922,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
347,FTX,Delivery,USO,USO-0930,81.165,81.46,1655917761.287931,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
348,FTX,Perpetual,VET,VET-PERP,0.023155,0.02317,1655917761.287939,0,0.02,0.07,inf,,-4.3e-05,2022-06-22 15:00:00+00:00
349,FTX,Perpetual,WAVES,WAVES-PERP,6.282,6.2855,1655917761.287947,0,0.02,0.07,inf,,-5.8e-05,2022-06-22 15:00:00+00:00
350,FTX,Delivery,WAVES,WAVES-0624,6.2415,6.289,1655917761.287956,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
351,FTX,Delivery,WAVES,WAVES-0930,5.2545,5.314,1655917761.287966,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
352,FTX,Delivery,WSB,WSB-0624,555.15,559.65,1655917761.287975,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
353,FTX,Delivery,WSB,WSB-0930,555.7,559.75,1655917761.287985,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
354,FTX,Perpetual,XAUT,XAUT-PERP,1835.1,1836.9,1655917761.287993,0,0.02,0.07,inf,,-1.6e-05,2022-06-22 15:00:00+00:00
355,FTX,Delivery,XAUT,XAUT-0624,1842.0,1846.5,1655917761.288006,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
356,FTX,Perpetual,XEM,XEM-PERP,0.04035,0.0404,1655917761.288014,0,0.02,0.07,inf,,-8e-06,2022-06-22 15:00:00+00:00
357,FTX,Perpetual,XLM,XLM-PERP,0.11255,0.11265,1655917761.288021,0,0.02,0.07,inf,,-2e-06,2022-06-22 15:00:00+00:00
358,FTX,Perpetual,XMR,XMR-PERP,114.42,114.45,1655917761.288028,0,0.02,0.07,inf,,2e-06,2022-06-22 15:00:00+00:00
359,FTX,Perpetual,XRP,XRP-PERP,0.321375,0.321425,1655917761.288036,0,0.02,0.07,inf,,3e-06,2022-06-22 15:00:00+00:00
360,FTX,Delivery,XRP,XRP-0624,0.321025,0.321525,1655917761.288045,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
361,FTX,Delivery,XRP,XRP-0930,0.319225,0.32,1655917761.288054,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
362,FTX,Perpetual,XTZ,XTZ-PERP,1.37,1.3715,1655917761.288062,0,0.02,0.07,inf,,-1.9e-05,2022-06-22 15:00:00+00:00
363,FTX,Delivery,XTZ,XTZ-0624,1.3691,1.3784,1655917761.288071,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
364,FTX,Delivery,XTZ,XTZ-0930,1.3548,1.3658,1655917761.28808,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
365,FTX,Perpetual,YFI,YFI-PERP,5155.0,5165.0,1655917761.288088,0,0.02,0.07,inf,,1.3e-05,2022-06-22 15:00:00+00:00
366,FTX,Delivery,YFI,YFI-0624,5110.0,5170.0,1655917761.288098,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
367,FTX,Delivery,YFI,YFI-0930,4835.0,5250.0,1655917761.288107,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
368,FTX,Perpetual,YFII,YFII-PERP,635.0,637.75,1655917761.288114,0,0.02,0.07,inf,,-4.7e-05,2022-06-22 15:00:00+00:00
369,FTX,Perpetual,ZEC,ZEC-PERP,64.79,64.83,1655917761.288121,0,0.02,0.07,inf,,-2.1e-05,2022-06-22 16:00:00+00:00
370,FTX,Perpetual,ZIL,ZIL-PERP,0.03979,0.03982,1655917761.288129,0,0.02,0.07,inf,,-1.1e-05,2022-06-22 15:00:00+00:00
371,FTX,Delivery,ZM,ZM-0624,115.9,116.4,1655917761.288142,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
372,FTX,Delivery,ZM,ZM-0930,115.95,116.85,1655917761.288171,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
373,FTX,Perpetual,ZRX,ZRX-PERP,0.2775,0.27775,1655917761.288179,0,0.02,0.07,inf,,-3e-05,2022-06-22 15:00:00+00:00
374,FTX,Perpetual,1INCH,1INCH-PERP,0.6747,0.6749,1655917761.567656,0,0.02,0.07,inf,,-1.2e-05,2022-06-22 16:00:00+00:00
375,FTX,Delivery,1INCH,1INCH-0624,0.6734,0.6774,1655917761.567696,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
376,FTX,Delivery,1INCH,1INCH-0930,0.6312,0.6367,1655917761.567707,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
377,FTX,Delivery,AAPL,AAPL-0624,135.98,136.09,1655917761.567717,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
378,FTX,Delivery,AAPL,AAPL-0930,135.8,135.91,1655917761.567726,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
379,FTX,Perpetual,AAVE,AAVE-PERP,64.28,64.32,1655917761.567734,0,0.02,0.07,inf,,-1.3e-05,2022-06-22 15:00:00+00:00
380,FTX,Delivery,AAVE,AAVE-0624,63.92,64.62,1655917761.567744,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
381,FTX,Delivery,AAVE,AAVE-0930,63.31,65.66,1655917761.567754,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
382,FTX,Delivery,ABNB,ABNB-0624,100.775,100.94,1655917761.567774,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
383,FTX,Delivery,ABNB,ABNB-0930,100.795,100.91,1655917761.567783,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
384,FTX,Delivery,ACB,ACB-0624,1.326,1.33,1655917761.567792,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
385,FTX,Delivery,ACB,ACB-0930,1.327,1.36,1655917761.567801,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
386,FTX,Perpetual,ADA,ADA-PERP,0.470455,0.47068,1655917761.567809,0,0.02,0.07,inf,,-1.9e-05,2022-06-22 15:00:00+00:00
387,FTX,Delivery,ADA,ADA-0624,0.4687,0.469035,1655917761.567818,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
388,FTX,Delivery,ADA,ADA-0930,0.461875,0.464155,1655917761.567827,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
389,FTX,Perpetual,AGLD,AGLD-PERP,0.2965,0.297,1655917761.567835,0,0.02,0.07,inf,,0.0,2022-06-22 15:00:00+00:00
390,FTX,Perpetual,ALCX,ALCX-PERP,19.2,19.3,1655917761.567843,0,0.02,0.07,inf,,-0.000222,2022-06-22 16:00:00+00:00
391,FTX,Perpetual,ALGO,ALGO-PERP,0.321,0.3212,1655917761.56785,0,0.02,0.07,inf,,-4.5e-05,2022-06-22 15:00:00+00:00
392,FTX,Delivery,ALGO,ALGO-0624,0.3207,0.3221,1655917761.567859,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
393,FTX,Delivery,ALGO,ALGO-0930,0.3196,0.3271,1655917761.567868,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
394,FTX,Perpetual,ALICE,ALICE-PERP,2.275,2.2775,1655917761.567876,0,0.02,0.07,inf,,-2.2e-05,2022-06-22 15:00:00+00:00
395,FTX,Perpetual,ALPHA,ALPHA-PERP,0.11245,0.11255,1655917761.567883,0,0.02,0.07,inf,,9e-06,2022-06-22 15:00:00+00:00
396,FTX,Perpetual,ALT,ALT-PERP,1596.7,1597.95,1655917761.567895,0,0.02,0.07,inf,,-3e-06,2022-06-22 15:00:00+00:00
397,FTX,Delivery,ALT,ALT-0624,1595.0,1601.0,1655917761.567904,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
398,FTX,Delivery,ALT,ALT-0930,1583.9,1589.15,1655917761.567914,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
399,FTX,Delivery,AMC,AMC-0624,12.835,13.3775,1655917761.567923,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
400,FTX,Delivery,AMC,AMC-0930,12.8475,12.915,1655917761.567932,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
401,FTX,Delivery,AMD,AMD-0624,84.24,84.33,1655917761.56794,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
402,FTX,Delivery,AMD,AMD-0930,84.24,84.36,1655917761.56795,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
403,FTX,Perpetual,AMPL,AMPL-PERP,0.8191,0.821,1655917761.567957,0,0.02,0.07,inf,,0.000476,2022-06-22 15:00:00+00:00
404,FTX,Delivery,AMZN,AMZN-0624,109.2,110.7,1655917761.567972,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
405,FTX,Delivery,AMZN,AMZN-0930,109.6,110.5,1655917761.567982,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
406,FTX,Perpetual,ANC,ANC-PERP,0.12825,0.1285,1655917761.568024,0,0.02,0.07,inf,,4e-05,2022-06-22 15:00:00+00:00
407,FTX,Perpetual,APE,APE-PERP,4.2185,4.222,1655917761.568033,0,0.02,0.07,inf,,-1.8e-05,2022-06-22 15:00:00+00:00
408,FTX,Delivery,APE,APE-0930,4.183,4.219,1655917761.568044,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
409,FTX,Perpetual,AR,AR-PERP,9.216,9.227,1655917761.568051,0,0.02,0.07,inf,,1e-05,2022-06-22 15:00:00+00:00
410,FTX,Delivery,ARKK,ARKK-0624,41.64,41.71,1655917761.568084,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
411,FTX,Delivery,ARKK,ARKK-0930,41.63,41.79,1655917761.568094,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
412,FTX,Perpetual,ASD,ASD-PERP,0.11096,0.11143,1655917761.568101,0,0.02,0.07,inf,,-2.3e-05,2022-06-22 16:00:00+00:00
413,FTX,Perpetual,ATLAS,ATLAS-PERP,0.00608275,0.00609275,1655917761.568109,0,0.02,0.07,inf,,-4e-06,2022-06-22 15:00:00+00:00
414,FTX,Perpetual,ATOM,ATOM-PERP,6.9015,6.904,1655917761.568138,0,0.02,0.07,inf,,4e-06,2022-06-22 15:00:00+00:00
415,FTX,Delivery,ATOM,ATOM-0624,6.869,6.912,1655917761.56815,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
416,FTX,Delivery,ATOM,ATOM-0930,6.8165,6.9515,1655917761.568159,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
417,FTX,Perpetual,AUDIO,AUDIO-PERP,0.3675,0.368,1655917761.568188,0,0.02,0.07,inf,,-7.9e-05,2022-06-22 15:00:00+00:00
418,FTX,Perpetual,AVAX,AVAX-PERP,16.602,16.605,1655917761.568196,0,0.02,0.07,inf,,-4e-06,2022-06-22 15:00:00+00:00
419,FTX,Delivery,AVAX,AVAX-0624,16.563,16.62,1655917761.568206,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
420,FTX,Delivery,AVAX,AVAX-0930,16.327,16.436,1655917761.568214,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
421,FTX,Perpetual,AXS,AXS-PERP,14.177,14.186,1655917761.568246,0,0.02,0.07,inf,,-3.6e-05,2022-06-22 15:00:00+00:00
422,FTX,Delivery,AXS,AXS-0930,12.483,12.992,1655917761.568257,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
423,FTX,Delivery,BABA,BABA-0624,106.1,106.25,1655917761.568266,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
424,FTX,Delivery,BABA,BABA-0930,106.15,106.3,1655917761.568298,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
425,FTX,Perpetual,BADGER,BADGER-PERP,3.165,3.175,1655917761.568307,0,0.02,0.07,inf,,-0.000152,2022-06-22 15:00:00+00:00
426,FTX,Perpetual,BAL,BAL-PERP,4.51,4.5125,1655917761.568382,0,0.02,0.07,inf,,-0.000102,2022-06-22 16:00:00+00:00
427,FTX,Delivery,BAL,BAL-0624,4.365,4.5425,1655917761.568399,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
428,FTX,Delivery,BAL,BAL-0930,3.795,4.4425,1655917761.568409,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
429,FTX,Perpetual,BAND,BAND-PERP,1.405,1.407,1655917761.568418,0,0.02,0.07,inf,,-3.4e-05,2022-06-22 15:00:00+00:00
430,FTX,Perpetual,BAT,BAT-PERP,0.385925,0.386125,1655917761.568426,0,0.02,0.07,inf,,-2.2e-05,2022-06-22 16:00:00+00:00
431,FTX,Delivery,BB,BB-0624,5.355,5.37,1655917761.568436,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
432,FTX,Delivery,BB,BB-0930,5.355,5.3725,1655917761.568446,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
433,FTX,Perpetual,BCH,BCH-PERP,114.7,114.75,1655917761.568454,0,0.02,0.07,inf,,-2e-05,2022-06-22 16:00:00+00:00
434,FTX,Delivery,BCH,BCH-0624,114.45,114.95,1655917761.568464,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
435,FTX,Delivery,BCH,BCH-0930,113.2,114.3,1655917761.568474,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
436,FTX,Delivery,BILI,BILI-0624,26.525,26.63,1655917761.568484,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
437,FTX,Delivery,BILI,BILI-0930,26.65,26.74,1655917761.568493,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
438,FTX,Perpetual,BIT,BIT-PERP,0.419,0.41925,1655917761.568501,0,0.02,0.07,inf,,5.3e-05,2022-06-22 15:00:00+00:00
439,FTX,Delivery,BITO,BITO-0624,12.505,12.61,1655917761.568512,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
440,FTX,Delivery,BITO,BITO-0930,12.445,12.63,1655917761.568522,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
441,FTX,Delivery,BITW,BITW-0624,12.535,12.63,1655917761.568531,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
442,FTX,Delivery,BITW,BITW-0930,12.21,12.32,1655917761.56854,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
443,FTX,Perpetual,BNB,BNB-PERP,216.0875,216.1575,1655917761.568553,0,0.02,0.07,inf,,-1.3e-05,2022-06-22 15:00:00+00:00
444,FTX,Delivery,BNB,BNB-0624,215.9575,216.2375,1655917761.568564,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
445,FTX,Delivery,BNB,BNB-0930,213.4,213.92,1655917761.568573,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
446,FTX,Perpetual,BNT,BNT-PERP,0.4925,0.493,1655917761.568581,0,0.02,0.07,inf,,-0.00025,2022-06-22 15:00:00+00:00
447,FTX,Delivery,BNTX,BNTX-0624,126.27,126.6,1655917761.568591,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
