index,lpToken,allocPoint,isRegular,token0,token0_name,token1,token1_name,volume_24h,lp_reward_fee_24h,TVL,Farm_Liquidity,average_daily_liquidity_of_pool_in_$,average_daily_trading_volume_of_pool_in_$,exchange_fee%,1000000.0_daily_basic_earning_in_$,1000000.0_daily_basic_earning_in_BPS,5000000.0_daily_basic_earning_in_$,5000000.0_daily_basic_earning_in_BPS,10000000.0_daily_basic_earning_in_$,10000000.0_daily_basic_earning_in_BPS,total_liquidity_pool_size_in_$,1000000.0_daily_mining_reward_in_BPS,5000000.0_daily_mining_reward_in_BPS,10000000.0_daily_mining_reward_in_BPS,1000000.0_daily_mining_reward_in_$,5000000.0_daily_mining_reward_in_$,10000000.0_daily_mining_reward_in_$
2,0x0eD7e52944161450477ee417DE9Cd3a859b14fD0,4000,1,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,4961428.571,8434.285714,130573658.5,120559163,130573658.5,4961428.571,0.17,64.10314809,0.641031481,311.0591618,0.622118324,599.9904823,0.599990482,120559163,7.695604505,7.450441848,7.165113662,769.5604505,3725.220924,7165.113662
3,0x58F876857a02D6762E0101bb5C46A8c1ED44Dc16,1100,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,59472857.14,101105.7143,183143344,172345679.5,183143344,59472857.14,0.17,549.0598363,5.490598363,2686.933063,5.373866126,5234.750119,5.234750119,172345679.5,1.484055401,1.450582797,1.410807169,148.4055401,725.2913986,1410.807169
4,0x28415ff2C35b65B9E5c7de82126b4015ab9d031F,50,1,0x3EE2200Efb3400fAbB9AacF31297cBdD1d435D47,ADA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1562857.143,2657.142857,6539749.425,4876990.235,6539749.425,1562857.143,0.17,352.4179263,3.524179263,1151.300067,2.302600134,1606.519415,1.606519415,4876990.235,1.989690312,1.183902207,0.786005123,198.9690312,591.9511033,786.0051227
5,0xDd5bAd8f8b360d76d12FdA230F8BAF42fe0022CF,100,1,0x7083609fCE4d1d8Dc0C979AAb8c869Ea2C873402,DOT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1060000,1802.857143,8142662.019,7165455.789,8142662.019,1060000,0.17,197.1917084,1.971917084,685.879748,1.371759496,993.7114746,0.993711475,7165455.789,2.864112142,1.922392508,1.362432863,286.4112142,961.1962542,1362.432863
6,0x824eb9faDFb377394430d2744fa7C42916DE3eCe,50,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD,LINK,1974285.714,3357.142857,7429382.73,6774315.434,7429382.73,1974285.714,0.17,398.2667491,3.982667491,1350.486557,2.700973113,1926.139846,1.926139846,6774315.434,1.504105491,0.993126998,0.697100909,150.4105491,496.5634988,697.1009089
7,0x7EFaEf62fDdCCa950418312c6C91Aef321375A00,250,1,0x55d398326f99059fF775485246999027B3197955,USDT,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,11207142.86,19051.42857,273226052,248975258.2,273226052,11207142.86,0.17,69.47344512,0.694734451,342.3731968,0.684746394,672.6580567,0.672658057,248975258.2,0.233890958,0.230207277,0.225762697,23.38909582,115.1036386,225.7626967
8,0x3DcB1787a95D2ea0Eb7d00887704EeBF0D79bb13,10,1,0x4B0F1812e5Df2A09796481Ff14017e6005508003,TWT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,421428.5714,715.7142857,1252874.407,960471.3569,1252874.407,421428.5714,0.17,317.6893854,3.176893854,572.3082211,1.144616442,636.0279692,0.636027969,960471.3569,1.192916234,0.392364625,0.213373862,119.2916234,196.1823123,213.3738624
9,0x7EB5D86FD78f3852a3e0e064f2842d45a3dB6EA2,50,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xcF6BB5389c92Bdda8a3747Ddb454cB7a64626C63,XVS,831428.5714,1412.857143,2667782.047,2270455.843,2667782.047,831428.5714,0.17,385.2074973,3.852074973,921.2945375,1.842589075,1115.315323,1.115315323,2270455.843,3.575461984,1.608343519,0.95297116,357.5461984,804.1717595,952.9711597
10,0x74E4716E431f45807DCF19f284c7aA99F18a4fbc,250,1,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,8231428.571,13992.85714,45353988.84,41148259.46,45353988.84,8231428.571,0.17,301.8695368,3.018695368,1389.448727,2.778897455,2527.885964,2.527885964,41148259.46,1.387173597,1.266937331,1.143087825,138.7173597,633.4686655,1143.087825
11,0x61EB789d75A95CAa3fF50ed7E47b96c132fEc082,250,1,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,4535714.286,7710,48616541.99,45307914.94,48616541.99,4535714.286,0.17,155.391724,1.55391724,718.9945224,1.437989045,1315.328359,1.315328359,45307914.94,1.26256932,1.162181989,1.057117281,126.256932,581.0909947,1057.117281
12,0xACF47CBEaab5c8A6Ee99263cfE43995f89fB3206,10,1,0xa1faa113cbE53436Df28FF0aEe54275c13B40975,ALPHA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,94628.57143,161.4285714,798870094.2,642339467.4,798870094.2,94628.57143,0.17,0.201818486,0.002018185,1.004071258,0.002008143,1.99572926,0.001995729,642339467.4,0.003635216,0.003612754,0.003585063,0.363521628,1.806376889,3.585063029
13,0x16b9a82891338f9bA80E2D6970FddA79D1eb0daE,600,1,0x55d398326f99059fF775485246999027B3197955,USDT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,54182857.14,92111.42857,494822.3273,476564.7819,494822.3273,54182857.14,0.17,61620.31894,616.2031894,83816.56684,167.6331337,87768.44972,87.76844972,476564.7819,95.0318524,25.62202622,13.39376879,9503.18524,12811.01311,13393.76879
14,0x03F18135c44C64ebFdCBad8297fe5bDafdBbdd86,50,1,0x1D2F0da169ceB9fC7B3144628dB156f3F6c60dBE,XRP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,762857.1429,1295.714286,5756708.221,5527449.493,5756708.221,762857.1429,0.17,191.7670918,1.917670918,602.281971,1.204563942,822.3254931,0.822325493,5527449.493,1.791418003,1.110752471,0.753078639,179.1418003,555.3762354,753.0786392
15,0x014608E87AF97a054C9a49f81E1473076D51d9a3,50,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xBf5140A22578168FD562DCcF235E5D43A02ce9B1,UNI,310000,527.1428571,3466934.583,3241036.065,3466934.583,310000,0.17,118.0099792,1.180099792,311.2949864,0.622589973,391.4349282,0.391434928,3241036.065,2.75720139,1.418922383,0.88311749,275.720139,709.4611917,883.11749
16,0x1BdCebcA3b93af70b58C41272AEa2231754B23ca,10,1,0xa2B726B1145A4773F68593CF171187d8EBe4d495,INJ,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,165714.2857,281.4285714,85690257.21,70880608.33,85690257.21,165714.2857,0.17,3.24636909,0.032463691,15.5159209,0.031031842,29.41036837,0.029410368,70880608.33,0.032535591,0.030820498,0.028915189,3.253559147,15.4102488,28.91518938
17,0xD8E2F8b6Db204c405543953Ef6359912FE3A88d6,10,1,0x47BEAd2563dCBf3bF2c9407fEa4dC236fAbA485A,SXP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,110702.8571,188.5714286,1148678.695,829191.5848,1148678.695,110702.8571,0.17,87.761576,0.87761576,153.3430497,0.306686099,169.1424013,0.169142401,829191.5848,1.278530979,0.401201105,0.215960544,127.8530979,200.6005527,215.9605441
18,0x133ee93FE93320e1182923E1a640912eDE17C90C,10,1,0x4BD17003473389A42DAF6a0a729f6Fdb328BbBd7,VAI,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,550000,935.7142857,2935841.337,2063739.64,2935841.337,550000,0.17,237.7418716,2.377418716,589.5495172,1.179099034,723.3501566,0.723350157,2063739.64,0.763341009,0.33108215,0.193860128,76.33410086,165.541075,193.8601277
19,0x66FDB2eCCfB58cF098eaa419e5EfDe841368e489,10,1,0x1AF3F329e8BE154074D8769D1FFa4eE058B1DBc3,DAI,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,251428.5714,427.1428571,11008826.47,8583325.839,11008826.47,251428.5714,0.17,35.56907565,0.355690757,133.4085475,0.266817095,203.3159052,0.203315905,8583325.839,0.244036167,0.172172716,0.1258482,24.40361672,86.08635818,125.8482
20,0x2354ef4DF11afacb85a5C7f98B624072ECcddbB1,100,1,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,3964285.714,6740,146634880.3,135742208.5,146634880.3,3964285.714,0.17,45.65316806,0.456531681,222.2443803,0.444488761,430.3000704,0.43030007,135742208.5,0.171028253,0.166167501,0.160466767,17.10282533,83.08375048,160.4667674
21,0x71b01eBdDD797c8E9E0b003ea2f4FD207fBF46cC,10,1,0x4338665CBB7B2485A8855A139b75D5e34AB0DB94,LTC,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,170000,288.5714286,1176886.168,1124173.194,1176886.168,170000,0.17,132.561561,1.32561561,233.5897253,0.467179451,258.1858885,0.258185888,1124173.194,1.100982779,0.381876546,0.210233881,110.0982779,190.938273,210.2338813
22,0xB2678C414ebC63c9CC6d1a0fC45f43E249B50fdE,10,1,0x78650B139471520656b9E7aA7A5e9276814a38e9,BTCST,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,132472.8571,225.7142857,680072.5911,595499.9192,680072.5911,132472.8571,0.17,134.3479365,1.343479365,198.6896136,0.397379227,211.3415277,0.211341528,595499.9192,1.465796443,0.417956955,0.220723715,146.5796443,208.9784774,220.7237152
23,0x05faf555522Fa3F93959F86B41A3808666093210,0,1,0x23396cF899Ca06c4472205fC903bDB4de249D6fC,UST,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,288571.4286,490,230932.4255,157314.4116,230932.4255,288571.4286,0.17,398.0722173,3.980722173,468.3677403,0.936735481,478.9397287,0.478939729,157314.4116,0,0,0,0,0,0
24,0xC5768c5371568Cf1114cddD52CAeD163A42626Ed,10,1,0x762539b45A1dCcE3D36d080F74d1AED37844b878,LINA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,864285.7143,1470,2387845.474,2168674.623,2387845.474,864285.7143,0.17,433.9040878,4.339040878,994.8773328,1.989754666,1186.647027,1.186647027,2168674.623,0.73806193,0.326235773,0.1921884,73.80619298,163.1178865,192.1884001
25,0x942b294e59a8c47a0F7F20DF105B082710F7C305,50,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xD41FDb03Ba84762dD66a0af1a6C8540FF1ba5dfb,SFP,824285.7143,1401.428571,7233075.916,7054772.647,7233075.916,824285.7143,0.17,170.2193185,1.702193185,572.8030224,1.145606045,813.2202158,0.813220216,7054772.647,1.4517344,0.970021657,0.685637433,145.17344,485.0108284,685.6374328
26,0x16aFc4F2Ad82986bbE2a4525601F8199AB9c832D,10,1,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x947950BcC74888a40Ffa2593C5798F11Fc9124C4,SUSHI,93917.14286,160,916437.043,786867.3987,916437.043,93917.14286,0.17,83.48826307,0.834882631,135.2165153,0.270433031,146.5679684,0.146567968,786867.3987,1.308814582,0.404135423,0.216807904,130.8814582,202.0677117,216.8079036
27,0xc13aA76AAc067c86aE38028019F414D731b3D86A,10,1,0x9678E42ceBEb63F23197D726B29b1CB20d0064E5,IOTX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,330000,561.4285714,1154350.711,1104418.363,1154350.711,330000,0.17,260.602217,2.60602217,456.1233165,0.912246633,503.3269851,0.503326985,1104418.363,1.111318048,0.383112357,0.210607889,111.1318048,191.5561785,210.6078887
28,0xE834bf723f5bDff34a5D1129F3c31Ea4787Bc76a,10,1,0x8519EA49c997f50cefFa444d240fB655e89248Aa,RAMP,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,85274.28571,144.2857143,3773320.914,2235522.09,3773320.914,85274.28571,0.17,30.22753276,0.302275328,82.2298168,0.164459634,104.7573894,0.104757389,2235522.09,0.72281321,0.323221749,0.191138399,72.28132098,161.6108746,191.1383993
29,0xF3Bc6FC080ffCC30d93dF48BFA2aA14b869554bb,0,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xE0e514c71282b6f4e823703a39374Cf58dc3eA4f,BELT,19732.85714,33.54571429,4189032.975,12291.44395,4189032.975,19732.85714,0.17,6.464733304,0.064647333,18.25312543,0.036506251,23.64200178,0.023642002,12291.44395,0,0,0,0,0,0
30,0xcAD7019D6d84a3294b0494aEF02e73BD0f2572Eb,50,1,0xAC51066d7bEC65Dc4589368da368b212745d63E8,ALICE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,270000,460,1660532.907,1369443.792,1660532.907,270000,0.17,172.8976923,1.728976923,345.3177144,0.690635429,394.4931194,0.394493119,1369443.792,4.935078254,1.835857402,1.028492752,493.5078254,917.9287011,1028.492752
31,0x3f1A9f3D9aaD8bD339eD4853F345d2eF89fbfE0c,10,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xCa3F508B8e4Dd382eE878A314789373D80A5190A,BIFI,358571.4286,608.5714286,921344.8221,897760.3344,921344.8221,358571.4286,0.17,316.7424304,3.167424304,513.8794031,1.027758806,557.2312188,0.557231219,897760.3344,1.232335856,0.396536647,0.21460172,123.2335856,198.2683234,214.6017195
32,0xFFd4B200d3C77A0B691B5562D804b3bd54294e6e,10,1,0x9f589e3eabe42ebC94A44727b3f3531C0c877809,TKO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,58151.42857,98.85714286,968524.97,777639.9827,968524.97,58151.42857,0.17,50.21889199,0.50218892,82.81538852,0.165630777,90.12801915,0.090128019,777639.9827,1.315608408,0.404780864,0.216993526,131.5608408,202.3904322,216.9935265
33,0xddE420cbB3794ebD8FFC3Ac69F9c78e5d1411870,10,1,0xA7f552078dcC247C2684336020c03648500C6d9F,EPS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,26465.71429,44.99142857,616896.1207,411471.0572,616896.1207,26465.71429,0.17,27.82580031,0.278258003,40.05008069,0.080100161,42.3771958,0.042377196,411471.0572,1.656908298,0.432170492,0.224625136,165.6908298,216.0852458,224.6251365
34,0xE6b421a4408c82381b226Ab5B6F8C4b639044359,10,1,0x2222227E22102Fe3322098e4CBfE18cFebD57c95,TLM,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,104571.4286,177.1428571,369890.3585,277482.5255,369890.3585,104571.4286,0.17,129.3117044,1.293117044,164.940851,0.329881702,170.8242334,0.170824233,277482.5255,1.830692836,0.443142748,0.227553596,183.0692836,221.5713738,227.553596
35,0x7752e1FA9F3a2e860856458517008558DEb989e3,100,1,0x8F0528cE5eF7B51152A59745bEfDD91D97091d2F,ALPACA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,1702857.143,2895.714286,4367161.536,4285747.529,4367161.536,1702857.143,0.17,539.5243401,5.395243401,1545.673294,3.091346588,2015.508964,2.015508964,4285747.529,4.424498321,2.518567406,1.637070865,442.4498321,1259.283703,1637.070865
36,0xF45cd219aEF8618A92BAa7aD848364a158a24F33,250,1,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,13598571.43,23117.14286,48546950.65,46550895.04,48546950.65,13598571.43,0.17,466.5704458,4.665704458,2158.586304,4.317172607,3948.4794,3.9484794,46550895.04,1.229565766,1.134159797,1.033882004,122.9565766,567.0798987,1033.882004
37,0xac109C8025F272414fd9e2faA805a583708A017f,50,1,0xbA2aE424d960c26247Dd6c32edC70B295c744C43,DOGE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,501428.5714,852.8571429,3770868.057,3408168.685,3770868.057,501428.5714,0.17,178.7635149,1.787635149,486.1874203,0.972374841,619.3198129,0.619319813,3408168.685,2.652664036,1.390717881,0.872109444,265.2664036,695.3589403,872.1094438
38,0xF23BAD605E94dE0e3B60c9718a43A94A5aF43915,10,1,0x4FA7163E153419E0E1064e418dd7A99314Ed27b6,HOTCROSS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,66274.28571,112.6671429,2551750.817,1510631.177,2551750.817,66274.28571,0.17,31.72157864,0.317215786,74.59670319,0.149193406,89.76209335,0.089762093,1510631.177,0.931510023,0.359209122,0.203175488,93.15100235,179.6045608,203.175488
39,0x804678fa97d91B974ec2af3c843270886528a9E6,250,1,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,2825714.286,4804.285714,11543349.8,10637345.81,11543349.8,2825714.286,0.17,383.0145686,3.830145686,1452.029296,2.904058592,2230.055102,2.230055102,10637345.81,5.024079686,3.738930723,2.833065512,502.4079686,1869.465362,2833.065512
40,0x6045931E511EF7e53A4A817F971e0CA28c758809,50,1,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0xf9CeC8d50f6c8ad3Fb6dcCEC577e05aA32B224FE,CHR,792857.1429,1348.571429,2346780.098,1852426.708,2346780.098,792857.1429,0.17,402.9459328,4.029459328,917.7976001,1.8355952,1092.245442,1.092245442,1852426.708,4.099453459,1.706459774,0.986581974,409.9453459,853.2298872,986.5819737
41,0x2E28b9B74D6d99D4697e913b82B41ef1CAC51c6C,50,1,0x14016E85a25aeb13065688cAFB43044C2ef86784,TUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,545714.2857,928.5714286,37997844.5,33930384.86,37997844.5,545714.2857,0.17,23.81083982,0.238108398,107.9788347,0.215957669,193.4610686,0.193461069,33930384.86,0.334762717,0.300366682,0.266180016,33.47627168,150.1833411,266.1800158
42,0x8FA59693458289914dB0097F5F366d771B7a7C3F,100,1,0x3203c9E46cA618C8C1cE5dC67e7e9D75f5da2377,MBOX,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,3105714.286,5278.571429,23370858.77,23200885.43,23370858.77,3105714.286,0.17,216.593575,2.16593575,930.2805161,1.860561032,1581.790707,1.581790707,23200885.43,0.966360555,0.829292439,0.704402331,96.63605549,414.6462197,704.4023305
43,0xD171B26E4484402de70e3Ea256bE5A2630d7e88D,100,1,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,2401428.571,4082.857143,27188349.68,23661438.3,27188349.68,2401428.571,0.17,144.842007,1.44842007,634.2134938,1.268426988,1097.886079,1.097886079,23661438.3,0.948313751,0.815966764,0.694764759,94.83137515,407.9833822,694.7647591
44,0xEa26B78255Df2bBC31C1eBf60010D78670185bD0,100,1,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,4357142.857,7408.571429,14011565.16,13253676.1,14011565.16,4357142.857,0.17,493.5242493,4.935242493,1948.43806,3.89687612,3085.417955,3.085417955,13253676.1,1.64075435,1.281209381,1.00572404,164.075435,640.6046907,1005.72404
45,0x89eE0491CE55d2f7472A97602a95426216167189,10,1,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,WOO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,251428.5714,427.1428571,32535.4494,30433.20801,32535.4494,251428.5714,0.17,413.6834792,4.136834792,424.3813694,0.848762739,425.7576355,0.425757636,30433.20801,2.269606694,0.464905906,0.233158235,226.9606694,232.4529529,233.1582354
46,0xba01662E978DE7d67F8FfC937726215eb8995d17,10,1,0x5A3010d4d8D3B5fB49f8B6E57FB9E48063f16700,BSCPAD,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,300000,508.5714286,1421173471,183107501.2,1421173471,300000,0.17,0.357601544,0.003576015,1.782992879,0.003565986,3.5535275,0.003553527,183107501.2,0.012702786,0.012432668,0.012110757,1.270278555,6.216333988,12.11075744
47,0xA39Af17CE4a8eb807E076805Da1e2B8EA7D0755b,200,1,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0x55d398326f99059fF775485246999027B3197955,USDT,1830000,3111.428571,7436239.649,6940063.969,7436239.649,1830000,0.17,368.8169968,3.688169968,1250.952321,2.501904643,1784.460775,1.784460775,6940063.969,5.890829384,3.917362776,2.76112075,589.0829384,1958.681388,2761.12075
48,0xEc6557348085Aa57C72514D67070dC863C0a5A8c,100,1,0x55d398326f99059fF775485246999027B3197955,USDT,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,4195714.286,7132.857143,117423543.2,106825522.1,117423543.2,4195714.286,0.17,60.23174909,0.602317491,291.3188491,0.582637698,559.7754514,0.559775451,106825522.1,0.21689467,0.209136346,0.200185547,21.68946703,104.5681729,200.1855472
49,0x89EBF9cD99864f6E51bd7a578965922029cAB977,0,1,0x758FB037A375F17c7e195CC634D77dA4F554255B,DVI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18197.14286,30.93571429,1625114.246,121774.4688,1625114.246,18197.14286,0.17,11.78452112,0.117845211,23.34730628,0.046694613,26.6111056,0.026611106,121774.4688,0,0,0,0,0,0
