index,lpToken,allocPoint,isRegular,token0,token0_name,token1,token1_name,volume_24h,lp_reward_fee_24h,TVL,Farm_Liquidity,average_daily_liquidity_of_pool_in_$,average_daily_trading_volume_of_pool_in_$,exchange_fee%,1000000.0_daily_basic_earning_in_$,1000000.0_daily_basic_earning_in_BPS,5000000.0_daily_basic_earning_in_$,5000000.0_daily_basic_earning_in_BPS,10000000.0_daily_basic_earning_in_$,10000000.0_daily_basic_earning_in_BPS,total_liquidity_pool_size_in_$,1000000.0_daily_mining_reward_in_BPS,5000000.0_daily_mining_reward_in_BPS,10000000.0_daily_mining_reward_in_BPS,1000000.0_daily_mining_reward_in_$,5000000.0_daily_mining_reward_in_$,10000000.0_daily_mining_reward_in_$
50,0x9D2296e2Fe3CdBf2EB3e3e2CA8811BaFA42eeDFF,10,1,0x03fF0ff224f904be3118461335064bB48Df47938,ONE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,129745.7143,220,745301.518,492740.3004,745301.518,129745.7143,0.17,126.052718,1.26052718,191.4607957,0.382921591,204.7406484,0.204740648,492740.3004,1.566701258,0.425776203,0.222885351,156.6701258,212.8881013,222.8853512
51,0x1472976E0B97F5B2fC93f1FFF14e2b5C4447b64F,10,1,0x20de22029ab63cf9A7Cf5fEB2b737Ca1eE4c82A6,CHESS,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,334285.7143,567.1428571,1031219.68,904403.1673,1031219.68,334285.7143,0.17,279.212959,2.79212959,470.1726079,0.940345216,514.1252496,0.51412525,904403.1673,1.228037291,0.396090518,0.214470987,122.8037291,198.0452588,214.4709867
52,0xC2d00De94795e60FB76Bc37d899170996cBdA436,50,1,0x715D400F88C167884bbCc41C5FeA407ed4D2f8A0,AXS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,200000,338.5714286,2210921.58,2083476.894,2210921.58,200000,0.17,105.4436928,1.054436928,234.762939,0.469525878,277.2693497,0.27726935,2083476.894,3.792274415,1.650798147,0.967717374,379.2274415,825.3990737,967.7173745
53,0x92247860A03F48d5c6425c7CA35CDcFCB1013AA1,50,1,0xaEC945e04baF28b135Fa7c640f624f8D90F1C3a6,C98,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,564285.7143,958.5714286,1868434.372,1141920.566,1868434.372,564285.7143,0.17,334.1793133,3.341793133,697.8092653,1.395618531,807.6645988,0.807664599,1141920.566,5.459301676,1.903865478,1.049495055,545.9301676,951.9327391,1049.495055
54,0xFdFde3aF740A22648B9dD66D05698e5095940850,10,1,0x1633b7157e7638C4d6593436111Bf125Ee74703F,SPS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,200000,341.4285714,2137398.784,302132.6716,2137398.784,200000,0.17,108.8253662,1.088253662,239.1827764,0.478365553,281.3029196,0.28130292,302132.6716,1.796036731,0.441082533,0.227009123,179.6036731,220.5412663,227.0091234
55,0x6a445cEB72c8B1751755386c3990055ff92e14A0,10,1,0xaeF0d72a118ce24feE3cD1d43d383897D05B4e99,WIN,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,254285.7143,432.8571429,3391408.326,3332308.041,3391408.326,254285.7143,0.17,98.56909464,0.985690946,257.9168633,0.515833727,323.234967,0.323234967,3332308.041,0.539822673,0.280675906,0.175414347,53.9822673,140.3379529,175.4143468
56,0xb5D108578Be3750209d1b3A8f45FFee8C5a75146,50,1,0x85EAC5Ac2F758618dFa09bDbe0cf174e7d574D5B,TRX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,2305714.286,3918.571429,17423628.22,17262267.43,17423628.22,2305714.286,0.17,212.6927108,2.126927108,873.7594537,1.747518907,1428.903352,1.428903352,17262267.43,0.640303324,0.525256045,0.428922156,64.03033239,262.6280224,428.9221565
57,0x59FaC9e98479fc9979aE2a0C7422Af50bCBB9B26,0,1,0x07663837218A003e66310a01596af4bf4e44623D,rUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,12907.14286,21.94142857,366312.639,37335.83853,366312.639,12907.14286,0.17,16.0588638,0.160588638,20.44367338,0.040887347,21.16608802,0.021166088,37335.83853,0,0,0,0,0,0
58,0x2bF2dEB40639201C9A94c9e33b4852D9AEa5fd2D,10,1,0xACB8f52DC63BB752a51186D1c55868ADbFfEe9C1,BP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,24595.71429,41.81285714,360845.068,218864.1904,360845.068,24595.71429,0.17,30.72565579,0.307256558,38.99838236,0.077996765,40.35660882,0.040356609,218864.1904,1.918735594,0.448120131,0.228858909,191.8735594,224.0600657,228.8589087
59,0x74fA517715C4ec65EF01d55ad5335f90dce7CC87,10,1,0x477bC8d23c634C154061869478bce96BE6045D12,SFUND,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,191428.5714,325.7142857,7786868.967,369646.6363,7786868.967,191428.5714,0.17,37.06829895,0.37068299,127.3627995,0.254725599,183.1206416,0.183120642,369646.6363,1.707504728,0.435536687,0.225531128,170.7504728,217.7683436,225.5311284
60,0x0ecc84c9629317a494f12Bc56aA2522475bF32e8,0,1,0x1fC9004eC7E5722891f5f38baE7678efCB11d34D,NFT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,16815.71429,28.58714286,188122.963,177797.489,188122.963,16815.71429,0.17,24.06076117,0.240607612,27.55056411,0.055101128,28.05928331,0.028059283,177797.489,0,0,0,0,0,0
61,0x88a02D94F437799f06f8c256ff07Aa397E6D0016,10,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xBe1a001FE942f96Eea22bA08783140B9Dcc09D28,BETA,430000,731.4285714,920299.5254,679415.7295,920299.5254,430000,0.17,380.8929606,3.808929606,617.7293634,1.235458727,669.7880124,0.669788012,679415.7295,1.392554604,0.411781461,0.218989331,139.2554604,205.8907305,218.9893311
62,0x11c0b2BB4fbB430825d07507A9E24e4c32f7704D,10,1,0x77d547256A2cD95F32F67aE0313E450Ac200648d,LAZIO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,69645.71429,118.3985714,0.003937766,0.003349741,0.003937766,69645.71429,0.17,118.398571,1.18398571,118.3985713,0.236797143,118.3985714,0.118398571,0.003349741,2.338678099,0.467735621,0.233867811,233.8678099,233.8678105,233.8678106
63,0x365c3F921b2915a480308D0b1C04aEF7B99c2876,0,1,0x7Ceb519718A80Dd78a8545AD8e7f401dE4f2faA7,DKT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1137.142857,1.934285714,136988.3059,48125.6565,136988.3059,1137.142857,0.17,1.701236243,0.017012362,1.882704027,0.003765408,1.908146341,0.001908146,48125.6565,0,0,0,0,0,0
64,0x6dB23b5360c9D2859fDcbf41c56494e7b8573649,10,1,0x426c72701833fdDBdFc06c944737C6031645c708,FINA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0,0,679405.3829,202541.4231,679405.3829,0,0.17,1.701236243,0.017012362,1.882704027,0.003765408,1.908146341,0.001908146,202541.4231,1.944779666,0.449526091,0.229225054,194.4779666,224.7630453,229.2250538
65,0x062f88E2B4896e823ac78Ac314468c29eEC4186d,50,1,0x23CE9e926048273eF83be0A3A8Ba9Cb6D45cd978,DAR,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,425714.2857,724.2857143,1708578.682,1382660.276,1708578.682,425714.2857,0.17,267.4043472,2.674043472,539.8205407,1.079641081,618.5940531,0.618594053,1382660.276,4.90770365,1.832055918,1.027298562,490.770365,916.0279592,1027.298562
66,0x936928146a21AfCcd30DfA84824A780572B1630B,50,1,0x6b23C89196DeB721e6Fd9726E6C76E4810a464bc,XWG,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,202857.1429,344.2857143,1016178.017,718309.1405,1016178.017,202857.1429,0.17,170.7615654,1.707615654,286.1332505,0.572266501,312.52737,0.31252737,718309.1405,6.805172747,2.044903528,1.090973434,680.5172747,1022.451764,1090.973434
67,0x0A292e96ABb35297786a38fDD67Dc4f82689E670,10,1,0x49f2145d6366099e13B10FbF80646C0F377eE7f6,PORTO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,50904.28571,86.53714286,357247.9113,320170.6921,357247.9113,50904.28571,0.17,63.75927503,0.63759275,80.76641616,0.161532832,83.55225596,0.083552256,320170.6921,1.771496762,0.439587044,0.226612347,177.1496762,219.7935219,226.6123475
68,0xf924E642f05ACC57fc3b14990c2B1a137683b201,0,1,0x8729438EB15e2C8B576fCc6AeCdA6A148776C0F5,QI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,61208.57143,104.0542857,69501.51656,26955.59245,69501.51656,61208.57143,0.17,97.2923218,0.972923218,102.6277292,0.205255458,103.3360843,0.103336084,26955.59245,0,0,0,0,0,0
69,0x06043B346450BbCfdE066ebc39fdc264FdFFeD74,10,1,0xA64455a4553C9034236734FadDAddbb64aCE4Cc7,SANTOS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,125495.7143,212.8571429,547431.6967,435390.0146,547431.6967,125495.7143,0.17,137.5551136,1.375551136,191.8519727,0.383703945,201.8094537,0.201809454,435390.0146,1.629298019,0.430268684,0.224110273,162.9298019,215.1343418,224.1102732
70,0x71E6de81381eFE0Aa98f56b3B43eB3727D640715,10,1,0x0b15Ddf19D47E6a86A56148fb4aFFFc6929BcB89,IDIA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,221428.5714,377.1428571,3681127.044,1936922.022,3681127.044,221428.5714,0.17,80.56667841,0.805666784,217.2199849,0.43443997,275.6665119,0.275666512,1936922.022,0.796302418,0.337134842,0.195919694,79.63024177,168.5674208,195.9196938
71,0x486697ae24469cB1122F537924Aa46E705B142Aa,10,1,0x9fD87aEfe02441B123c3c32466cD9dB4c578618f,THG,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,102648.5714,174.2857143,534273.7794,245058.1836,534273.7794,102648.5714,0.17,113.5949246,1.135949246,157.4603292,0.314920658,165.4463496,0.16544635,245058.1836,1.878368527,0.445882205,0.228273775,187.8368527,222.9411024,228.273775
72,0x141e9558f66Cc21c93628400cCa7d830c15c2c24,0,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xE69cAef10A488D7AF31Da46c89154d025546e990,DPT,1332.857143,2.265714286,38967.70334,9572.235897,38967.70334,1332.857143,0.17,2.180736012,0.02180736,2.248192903,0.004496386,2.256919588,0.00225692,9572.235897,0,0,0,0,0,0
73,0xe98ac95A1dB2fCaaa9c7D4ba7ecfCE4877ca2bEa,10,1,0x5f4Bde007Dc06b867f86EBFE4802e34A1fFEEd63,HIGH,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,215714.2857,365.7142857,1177274.344,572510.2253,1177274.344,215714.2857,0.17,167.9688583,1.679688583,296.0159007,0.592031801,327.1945149,0.327194515,572510.2253,1.487226009,0.419681259,0.221203674,148.7226009,209.8406295,221.2036742
74,0x2AE94A6C768D59f5DDc25bd7f12C7cBE1D51dc04,10,1,0x8b303d5BbfBbf46F1a4d9741E491e06986894e18,WOOP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,113821.4286,192.8571429,9405429867,1087348156,9405429867,113821.4286,0.17,0.020502693,0.000205027,0.10246989,0.00020494,0.204830948,0.000204831,1087348156,0.002148833,0.002140964,0.002131209,0.21488327,1.070482014,2.131208856
75,0x88c9bf5E334e2591C6A866D5E20683E31226Be3d,10,1,0x40C8225329Bd3e28A043B029E0D07a5344d2C27C,AOG,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,248571.4286,422.8571429,466318.1284,231895.5563,466318.1284,248571.4286,0.17,288.3802189,2.883802189,386.7842421,0.773568484,404.0170934,0.404017093,231895.5563,1.898438626,0.447003974,0.228567433,189.8438626,223.5019872,228.5674335
76,0x2Eebe0C34da9ba65521E98CBaA7D97496d05f489,10,1,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,BCOIN,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,75720,128.7228571,361335.4107,180760.2929,361335.4107,75720,0.17,94.55631296,0.94556313,120.0473831,0.240094766,124.2338483,0.124233848,180760.2929,1.980654432,0.451416004,0.229715467,198.0654432,225.7080018,229.7154672
77,0xa0Ee789a8F581CB92dD9742ed0B5d54a0916976C,10,1,0x78F5d389F5CDCcFc41594aBaB4B0Ed02F31398b3,APX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,1514285.714,2574.285714,5497348.902,553790.9616,5497348.902,1514285.714,0.17,396.205553,3.96205553,1226.159928,2.452319856,1661.113608,1.661113608,553790.9616,1.505143333,0.421095811,0.221596023,150.5143333,210.5479053,221.5960232
78,0x1Ce76390Dd210B9C9ae28373FDf79714206ECb73,100,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe369fec23380f9F14ffD07a1DC4b7c1a9fdD81c9,Froyo,55324.28571,94.05142857,911058.9522,887800.1382,911058.9522,55324.28571,0.17,49.21429999,0.492143,79.55548179,0.159110964,86.19825902,0.086198259,887800.1382,12.38837767,3.972074547,2.147980379,1238.837767,1986.037274,2147.980379
79,0x6483F166b9E4310A165a55FEa04F867499aded06,0,1,0x5857c96DaE9cF8511B08Cb07f85753C472D36Ea3,FUSE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,27531.42857,46.80285714,602105559.1,239197325.4,602105559.1,27531.42857,0.17,0.077603094,0.000776031,0.385458974,0.000770918,0.764620684,0.000764621,239197325.4,0,0,0,0,0,0
80,0x70531B39E2Bb4d8dA59E2Ce41a98eBA2990F8497,0,1,0x62823659d09F9F9D2222058878f89437425eB261,ERTHA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,84207.14286,142.8571429,109898.5156,63253.96823,109898.5156,84207.14286,0.17,128.7118965,1.287118965,139.7847163,0.279569433,141.3042303,0.14130423,63253.96823,0,0,0,0,0,0
81,0x8e744Ec2795c8B836689d1b4EBE1489204357dAC,50,1,0x12BB890508c125661E03b09EC06E404bc9289040,RACA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,1132857.143,1924.285714,5445109.729,785563.8279,5445109.729,1132857.143,0.17,298.5652371,2.985652371,921.1419335,1.842283867,1245.886723,1.245886723,785563.8279,6.548850482,2.021132405,1.084170538,654.8850482,1010.566203,1084.170538
82,0x28BDb16b623176426305a70D8B475bE73Aca71f3,0,1,0x55d398326f99059fF775485246999027B3197955,USDT,0xBc7d6B50616989655AfD682fb42743507003056D,ACH,117495.7143,200,0.003240758,0.002797369,0.003240758,117495.7143,0.17,199.9999994,1.999999994,199.9999999,0.4,199.9999999,0.2,0.002797369,0,0,0,0,0,0
83,0xB7E73DaEe6A6Ca37A21f8E4bfba4DA448DFE4d92,50,1,0x352Cb5E19b12FC216548a2677bD0fce83BaE434B,BTT,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,775714.2857,1320,24140345.4,24124093.17,24140345.4,775714.2857,0.17,52.50524521,0.525052452,226.4901088,0.452980218,386.639322,0.386639322,24124093.17,0.465425377,0.401502305,0.342672565,46.5425377,200.7511524,342.672565
84,0x53a63ac301D6410915385294527f947aFf616599,100,1,0x6f9F0c4ad9Af7EbD61Ac5A1D4e0F2227F7B0E5f9,ERA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,114807.1429,195.7142857,3701593.001,3640858.916,3701593.001,114807.1429,0.17,41.6272284,0.416272284,112.4588829,0.224917766,142.8405337,0.142840534,3640858.916,5.039321706,2.706534304,1.714465432,503.9321706,1353.267152,1714.465432
85,0x007EC643C7Cc33a70C083fC305c283dd009C8b94,100,1,0x3019BF2a2eF8040C242C9a4c5c4BD4C81678b2A1,GMT,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,4754285.714,8082.857143,7209721.609,6269559.814,7209721.609,4754285.714,0.17,984.5470441,9.845470441,3310.008779,6.620017558,4696.680938,4.696680938,6269559.814,3.217083519,2.075216908,1.437456289,321.7083519,1037.608454,1437.456289
86,0xbDF0aA1D1985Caa357A6aC6661D838DA8691c569,50,1,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0x95EE03e1e2C5c4877f9A298F1C0D6c98698FAB7B,DUET,0,0,539801.6663,532690.2,539801.6663,0,0.17,984.5470441,9.845470441,3310.008779,6.620017558,4696.680938,4.696680938,532690.2,7.629324266,2.113509001,1.110199798,762.9324266,1056.7545,1110.199798
87,0x8CA3fF14A52b080C54A6d1a405eecA02959d39fE,10,1,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,BSW,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,91188.57143,155.7142857,575923.5939,560345.0392,575923.5939,91188.57143,0.17,98.80827111,0.988082711,139.6309357,0.279261871,147.2346924,0.147234692,560345.0392,1.498821125,0.420599457,0.221458494,149.8821125,210.2997287,221.4584939
88,0x1CCc3cC95c8148477Afd18a552f03835Be9D182a,50,1,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0xe369fec23380f9F14ffD07a1DC4b7c1a9fdD81c9,Froyo,0,0,737482.0663,735426.7085,737482.0663,0,0.17,98.80827111,0.988082711,139.6309357,0.279261871,147.2346924,0.147234692,735426.7085,6.738049194,2.038800447,1.089233884,673.8049194,1019.400223,1089.233884
89,0x58d4B61983Ca0aFE6E352e90719F403E24e016F4,10,1,0x93D8d25E3C9A847a5Da79F79ecaC89461FEcA846,GMI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,115620,197.1428571,221447.9427,142195.5448,221447.9427,115620,0.17,161.400949,1.61400949,188.7817894,0.377563579,192.8717519,0.192871752,142195.5448,2.047528654,0.454801473,0.230588939,204.7528654,227.4007364,230.5889387
90,0x5ca96E8bDe0Bc587DaC9e02422Fd205b1102DAa4,10,1,0x6a0b66710567b6beb81A71F7e9466450a91a384b,PEX,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,25468.57143,43.29714286,1304715.617,1289139.767,1304715.617,25468.57143,0.17,18.78632771,0.187863277,34.3371101,0.06867422,38.30007258,0.038300073,1289139.767,1.021640592,0.371859776,0.207161764,102.1640592,185.9298882,207.1617639
91,0x0d5b9A0f4315a4bcE36D1Ea7d6B6d3123167aFAa,50,1,0x05aD6E30A855BE07AfA57e08a4f30d00810a402e,TINC,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,62305.71429,105.92,2069984.298,2058974.471,2069984.298,62305.71429,0.17,34.50180513,0.345018051,74.9082286,0.149816457,87.75487804,0.087754878,2058974.471,3.82265058,1.656528237,0.969683663,382.265058,828.2641184,969.6836628
92,0x046A9B3A9b743340eE2Bc4C6dDD35543E237C6c2,50,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe0F94Ac5462997D2BC57287Ac3a3aE4C31345D66,CEEK,288571.4286,491.4285714,1145125.767,1057839.914,1145125.767,288571.4286,0.17,229.0907969,2.290907969,399.8523302,0.79970466,440.9358689,0.440935869,1057839.914,5.682361615,1.93029045,1.057475115,568.2361615,965.1452252,1057.475115
93,0x008604A38cD589680F7B8f085DC2D5B4F81151dB,100,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xF5d8A096CcCb31b9D7bcE5afE812BE23e3D4690d,HAPPY,172857.1429,294.2857143,328023.2687,206648.0101,328023.2687,172857.1429,0.17,221.5968057,2.215968057,276.1678201,0.55233564,284.9390504,0.28493905,206648.0101,19.38160994,4.491715404,2.291328264,1938.160994,2245.857702,2291.328264
94,0xee456d906a38e10680c9d157FFf143390e9681bA,100,1,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0xFa40d8FC324bcdD6Bbae0e086De886c571C225d4,WZRD,110748.5714,188.5714286,359351.6684,280080.9318,359351.6684,110748.5714,0.17,138.7215928,1.387215928,175.9274631,0.351854926,182.0301449,0.182030145,280080.9318,18.26976755,4.429246705,2.274960793,1826.976755,2214.623353,2274.960793
95,0x272c2CF847A49215A3A1D4bFf8760E503A06f880,50,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xE85aFCcDaFBE7F2B096f268e31ccE3da8dA2990A,aBNBc,10118.57143,17.20142857,3202805.583,3184459.182,3202805.583,10118.57143,0.17,4.092844228,0.040928442,10.48508855,0.020970177,13.02861613,0.013028616,3184459.182,2.794480726,1.428730998,0.886907106,279.4480726,714.365499,886.9071058
96,0x92c3E2cddDb0CE886bCA864151BD4d611A86E563,0,1,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0xFeea0bDd3D07eb6FE305938878C0caDBFa169042,8PAY,20324.28571,34.55142857,198741.7056,9466.232493,198741.7056,20324.28571,0.17,28.82308041,0.288230804,33.2305686,0.066461137,33.87812886,0.033878129,9466.232493,0,0,0,0,0,0
97,0x55cdb14855220b239Cf857A03849D96736b9103f,10,1,0xc2098a8938119A52B1F7661893c0153A6CB116d5,RPG,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,13761.42857,23.39428571,1344320.593,709121.3793,1344320.593,13761.42857,0.17,9.979132454,0.099791325,18.43718754,0.036874375,20.62202449,0.020622024,709121.3793,1.368351093,0.409638883,0.218381884,136.8351093,204.8194417,218.3818844
98,0xbe6A4f74fdDc88853612C50D7404E059b37692D8,100,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe4Cc45Bb5DBDA06dB6183E8bf016569f40497Aa5,GAL,814285.7143,1384.285714,2543209.835,2537868.551,2543209.835,814285.7143,0.17,390.6869135,3.906869135,917.5707322,1.835141464,1103.613614,1.103613614,2537868.551,6.610415489,3.102572154,1.865291614,661.0415489,1551.286077,1865.291614
99,0xF01eD80d46759c0cf6A3e9c66856017d81284962,0,1,0x7324c7C0d95CEBC73eEa7E85CbAac0dBdf88a05b,XCN,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1974285.714,3355.714286,2441013663,2895559.225,2441013663,1974285.714,0.17,1.374158686,0.013741587,6.859557526,0.013719115,13.69112844,0.013691128,2895559.225,0,0,0,0,0,0
100,0x69AFe59e88614501c3fDEb7480f12DBA0A414032,50,1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe552Fb52a4F19e44ef5A967632DBc320B0820639,Metis,217142.8571,370,1063821.077,616768.4552,1063821.077,217142.8571,0.17,179.2791071,1.792791071,305.0881575,0.610176315,334.4233402,0.33442334,616768.4552,7.232569696,2.081871565,1.101407701,723.2569696,1040.935783,1101.407701
101,0x7618fdAb208aE23690dadD3aa4a42a442313d24E,50,1,0x398f7827DcCbeFe6990478876bBF3612D93baF05,MIX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,38617.14286,65.65,800252.3049,723217.854,800252.3049,38617.14286,0.17,36.46711065,0.364671106,56.59236577,0.113184732,60.78561699,0.060785617,723217.854,6.785787709,2.043149646,1.090474025,678.5787709,1021.574823,1090.474025
102,0x41140a1650372Fb8cb2f71e335448ab8cfc1c4f3,100,1,0x630d98424eFe0Ea27fB1b3Ab7741907DFFEaAd78,PEAK,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,86552.85714,147.1428571,0.429828257,0.29827898,0.429828257,86552.85714,0.17,147.1427939,1.471427939,147.1428445,0.294285689,147.1428508,0.147142851,0.29827898,23.38677409,4.677355935,2.338678037,2338.677409,2338.677967,2338.678037
